,track_name,artist_name,album_name,genre,duration_ms,popularity,explicit,track_id,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7569,Six Pack,Black Flag,Damaged,hardcore,140493,49,True,5Og9VyCOfxmZCuv1UhIyxE,5Mhs3Eu8lU6sRCtRYsmABV,0.33,0.784,2,-15.285,1,0.19,0.157,2.08e-05,0.58,0.196,115.402
7570,Two Of Us - Remastered 2009,The Beatles,Let It Be (Remastered),british,216813,58,False,0CaBBQsaAiRHhiLmzi7ZRp,3WrFJ7ztbogyGnTHbHJFl2,0.726,0.702,7,-10.757,1,0.032,0.0974,3.46e-05,0.239,0.931,109.114
7571,足跡,the peggies,足跡,anime,227973,57,False,4k5g6HNKtrWbYDllw2Dyp0,3imCOAQnI4fF5dsncQqLBW,0.388,0.791,9,-2.25,1,0.0358,0.00077,2.41e-05,0.116,0.775,163.943
7572,Circles,Dag Nasty,Can I Say,hardcore,166560,45,False,7EuYt3nnLOLKprkHdsOOX2,2KytjqKNcs59u2JaCKNT9E,0.423,0.829,1,-5.999,0,0.0601,0.00132,6.86e-06,0.316,0.4,93.37
7573,Adakah Engkau Menungguku,Naim Daniel,Adakah Engkau Menungguku,malay,186000,41,False,1Nsxb1VpKkvNa2Wbau37e1,5PCDJjJ5dx6Py83CvfvRIO,0.622,0.56,3,-6.515,1,0.0414,0.117,0.0,0.338,0.469,79.951
7574,I Know A Little,Lynyrd Skynyrd,Street Survivors,blues,207973,52,False,2vLhb34HqnPwNCKx0atimx,4MVyzYMgTwdP7Z49wAZHx0,0.384,0.575,2,-11.808,1,0.0635,0.0818,0.00387,0.161,0.775,196.495
7575,Jump,BTS,Skool Luv Affair,k-pop,236488,68,False,1jZZm43y7RPuwjJQ5LrGHe,3Nrfpe0tUJi4K4DXYWgMUX,0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077
7576,Cupid Shuffle,Cupid,Time for a Change,k-pop,231360,62,False,07Tx168RSsUS1HqkDIOZbH,0lax1ZgWclW6mZFaGu27MM,0.785,0.582,5,-4.877,0,0.237,0.191,0.0,0.2,0.861,71.774
7577,This Is Living,Hillsong Young & Free,This Is Living,world-music,210480,48,False,6TCk1yecQRDU5sXG3vjTYj,7m4gF38CPATtHrk5HS42WZ,0.633,0.856,1,-4.934,0,0.0736,0.00375,0.0,0.136,0.825,128.013
7578,Too Hot To Stop (Pt. 1),The Bar-Kays,The Best Of The Bar-Kays,disco,384640,43,False,1pZlO1V8RgQFHUKDLOPguT,0Z4CzYz9ieK8q9XiVMPkW5,0.757,0.645,7,-13.641,1,0.0726,0.116,0.00157,0.148,0.859,102.76
7579,I Came Back to My Home Town,Vladimir Troshin,"Moscow Nights: Popular Russian Hits, Vol. 1 (CD edition)",romance,150440,5,False,4e0VepERX6xYPqnxuzNZGU,6tcdpQn32WlzB81qhAZxDB,0.485,0.0717,2,-18.962,0,0.0314,0.988,7.23e-06,0.121,0.364,80.016
7580,"Heartbroken, In Disrepair",Dan Auerbach,Keep It Hid,blues,201280,57,False,38qu2X35K2g1HWfaksYQ4K,6YWdHD3R863Apw1hkx3BwC,0.6,0.9,5,-8.434,0,0.0456,0.00924,0.3,0.27,0.919,77.73
7581,Father Forgive Me,Shiloh Dynasty,Our Remedy,chill,126642,61,True,15lpqHrOIzQtIgPdx8ZEuM,1wxPItEzr7U7rGSMPqZ25r,0.464,0.244,2,-14.386,0,0.0433,0.754,0.000186,0.165,0.343,92.472
7582,Isn't She Lovely - Acoustic,Callum J Wright,Isn't She Lovely (Acoustic),acoustic,145771,51,False,2C9ePPz58he8jmYEod9pvT,47KiS7rrEXolpFicX0aTGe,0.69,0.306,9,-9.193,1,0.0356,0.805,0.0,0.0968,0.424,115.671
7583,Psychotic Kids,YUNGBLUD,21st Century Liability,british,167066,51,True,0h8KNwmDto5ndOqdUOVZGQ,6Ad91Jof8Niiw0lGLLi3NW,0.548,0.905,2,-3.932,0,0.0483,0.0552,0.0,0.136,0.49,149.787
7584,Baldu Biru,Ella,The Best Of,malay,295426,14,False,73E9QVLOHGCsE7asyP0vd2,2ZQY8HKMtEjGdxgcuW2574,0.471,0.671,2,-7.754,0,0.0315,0.136,1.33e-06,0.0886,0.342,151.91
7585,Doom And Gloom,The Rolling Stones,Honk (Deluxe),british,238546,52,False,0lO9vvpJdd2ZNAq61ga9wy,22bE4uQ6baNwSHPVcDxLCe,0.611,0.837,0,-4.558,1,0.0328,0.000596,0.0169,0.173,0.783,131.599
7586,The Best (Edit),Tina Turner,All Time Hits,disco,250133,0,False,4pwOFhEntt55P1RqWO4VYl,1zuJe6b1roixEKMOtyrEak,0.681,0.83,0,-6.088,1,0.0271,0.0151,0.00374,0.214,0.817,103.777
7587,Into The Sunset,Jo Rochford,Into The Sunset,guitar,164465,44,False,0rofwovUOSYwNl5aNPwMma,38vDOZ8sFoBrhvvJJ8l1eq,0.619,0.0594,9,-18.506,0,0.0604,0.991,0.939,0.125,0.187,109.324
7588,Saturday Sun,Nick Drake,Five Leaves Left,british,245013,56,False,1drLQNS9D5z9lBP4DbtO2R,5c3GLXai8YOMid29ZEuR9y,0.546,0.121,0,-20.259,1,0.0343,0.966,0.011,0.101,0.144,127.122
7589,Moth To A Flame - Acoustic Instrumental,Guus Dielissen,Moth To A Flame (Acoustic Instrumental),guitar,181819,41,False,7lr1Qj5i2emYCPqUiIyFcz,2lBxgKTiYd4kpfnAnFyI1P,0.655,0.0883,0,-19.0,0,0.0488,0.971,0.897,0.109,0.373,119.985
7590,Respite,Kainbeats,Finding Beauty,anime,139392,47,False,1KxTC17XxCAmktuoDPcOrn,4n9z9czt00gzw36hdoVU3G,0.504,0.0899,7,-22.415,1,0.0301,0.953,0.933,0.118,0.0467,140.0
7591,The Things I Regret,Brandi Carlile,The Firewatcher's Daughter,acoustic,206268,40,False,2zbVdL6Htw7heJDjbBBEcs,2sG4zTOLvjKG1PSoOyf5Ej,0.687,0.798,3,-5.548,1,0.0637,0.139,2.1e-05,0.0898,0.68,118.686
7592,Tell Her No,The Zombies,"The Original Studio Recordings, Vol. 1",british,126600,50,False,5FNRngWeBEpR8BiGLlNm2l,2jgPkn6LuUazBoBk6vvjh5,0.757,0.435,8,-10.139,0,0.032,0.339,0.396,0.0997,0.942,135.639
7593,Sailing Shoes,Robert Palmer,Sneakin' Sally Through The Alley,disco,162307,49,False,5bg0lxba4KQmBhWe3nKHUB,530Sdm7eqqzWBdDmILMgnu,0.693,0.408,9,-13.019,1,0.0528,0.508,3.45e-05,0.161,0.706,94.65
7594,I Can't Decide,Scissor Sisters,Ta Dah,dance,166573,65,True,1zyGFId8xHOcRmCmehrwlc,3Y10boYzeuFCJ4Qgp53w6o,0.69,0.795,3,-4.956,1,0.0312,0.255,0.0,0.202,0.872,96.99
7595,You Are My Heart,Rex Williams,Nigeria 70 - Lagos Jump,afrobeat,193000,47,False,5r2cbcTE0HhvRO2avP8GAh,5KSFuLEiUvKeFg1tssgfuV,0.675,0.681,7,-7.458,1,0.0364,0.481,0.0232,0.225,0.604,97.442
7596,Finest Girl (Bin Laden Song),The Lonely Island,Popstar: Never Stop Never Stopping,comedy,150586,55,True,1LpjlPR8Gv52B04UQNLZAw,1f5GqyOPo0CkotzzRwviBu,0.711,0.765,5,-4.85,1,0.263,0.297,0.0,0.282,0.47,98.627
7597,Mr. Neighbor,Omar Apollo,Ivory,chill,166426,54,True,5k9f5oNVRSBdDoGa5W9toI,5FxD8fkQZ6KcsSYupDVoSO,0.637,0.298,6,-11.045,1,0.0322,0.165,0.0177,0.117,0.037,120.005
7598,Ennodulla Nin Sarva,Don Valiyavelicham,Lord Saviour,malay,256401,30,False,1dKUTGyGXqOy6O2k35bxxl,0pK1kMsD0cnIoFPL675cAa,0.602,0.423,5,-10.22,1,0.0274,0.603,0.0,0.114,0.395,127.97
7599,Real Love - Live,Hillsong Young & Free,Youth Revival (Live),world-music,227573,47,False,6v3PrrpKQaXfQior1K7Zi2,7m4gF38CPATtHrk5HS42WZ,0.506,0.89,2,-5.862,1,0.0434,0.00263,0.0,0.98,0.457,139.96
7600,Arcade,NCT DREAM,Glitch Mode - The 2nd Album,k-pop,207720,67,False,4T9hw59r85ZkesNoYWQIJg,1gBUSTR3TyDdTVFIaQnc02,0.607,0.676,1,-3.096,1,0.174,0.0396,0.0,0.265,0.562,169.776
7601,Broccolini,Eddie Della Siepe,Little Jerk,comedy,78894,29,True,5q9utDxa1WOIhgtahJKa5P,28O7FZuTPC732b5hepk4hS,0.725,0.442,8,-11.843,1,0.954,0.83,0.0,0.923,0.806,82.516
7602,Solnyshko (My Sunshine),Nikolai Erdenko,The Famous Songs of Russian Gypsies,romance,247213,1,False,7DRyAV9CgUkqrAqYe3zMRm,60EuoAM8LLXx5z10Wc33eR,0.356,0.36,2,-13.184,0,0.0309,0.654,0.000479,0.124,0.145,139.255
7603,Call on Me - Radio Mix,Eric Prydz,Call on Me (Radio Mix),disco,171360,73,False,1xNcBAoUw8Hz6LqK2jt4Ff,5sm0jQ1mq0dusiLtDJ2b4R,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342
7604,Gatal,Janna Nick,Gatal,malay,185930,57,False,4GdO5TJoymMcrAZaf2jOEf,47T14gc4KnTM8ewH4gPlbA,0.694,0.463,10,-5.993,0,0.0457,0.611,0.00079,0.0276,0.608,172.12
7605,Cliche,Jeff Parker,The New Breed,guitar,249461,38,False,0Xf5iP2B0PrYOCUZDIK8QB,3AaY5O1qS0tcNPHwwMwplt,0.702,0.509,0,-9.157,1,0.0525,0.326,0.577,0.0715,0.607,145.99
7606,YES or YES,TWICE,YES or YES,k-pop,237680,70,False,26OVhEqFDQH0Ij77QtmGP9,7n2Ycct7Beij7Dj7meI4X0,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.72e-06,0.166,0.735,137.981
7607,First Love,BTS,Wings,k-pop,189795,60,False,1UeVC9gDeHxwlWOQyQJerj,3Nrfpe0tUJi4K4DXYWgMUX,0.545,0.74,8,-5.997,0,0.308,0.364,0.0,0.164,0.671,86.842
7608,Masa,Fariz Jabba,Masa,malay,171764,38,False,4w7Xa7E8LJV38iep6DbaPX,5euTSdDookRvAEl8yOXhHh,0.806,0.383,10,-8.492,1,0.0392,0.533,8.84e-06,0.157,0.636,102.018
7609,可樂戒指,Fish Leong,親親,malay,283013,36,False,76ZTmFOw3fgkxs34RcJnVC,3aIDSTKS9yH745GUQBxDcS,0.495,0.472,1,-6.352,1,0.03,0.704,0.0,0.0711,0.169,140.118
7610,Караван (Caravan),Nikolay Kopylov,Изумруд (Emerald),romance,201786,14,False,35KUQIzMAWVS6oy2XVTuyF,7tsriTe10P5GRh33RcxWja,0.513,0.257,0,-14.948,1,0.0776,0.982,0.00175,0.113,0.264,87.296
7611,Close to Me,Laica,Forever,chill,211746,57,False,4jPr49jXRJHftXlwTEA2w4,2DqImimq9vdEbnQBxGgihQ,0.642,0.489,7,-6.534,1,0.0335,0.386,0.0,0.11,0.163,116.851
7612,Leave The Door Open - Acoustic Instrumental,Guus Dielissen,Leave The Door Open (Acoustic Instrumental),acoustic,225864,42,False,0iTyIMFWbaSxNrcT5Dau0X,2lBxgKTiYd4kpfnAnFyI1P,0.39,0.282,0,-16.724,1,0.0396,0.91,0.923,0.111,0.397,78.161
7613,Then Came the Last Days of May,Blue Öyster Cult,Blue Oyster Cult,blues,210546,58,False,60TYdVs6TWIsAJ1MPRdv59,00tVTdpEhQQw1bqdu8RCx2,0.367,0.609,9,-11.221,0,0.0457,0.301,0.0243,0.196,0.443,149.386
7614,The Mosque at Ground Zero,Jim Norton,Please Be Offended,comedy,136866,34,True,5712q9Zbyq0A0J26RAFcvQ,3vIOYTxzWZMXnPJl0G7O0r,0.631,0.927,9,-4.101,1,0.92,0.757,0.0,0.839,0.437,130.988
7615,"Kamado Tanjirou no Uta - Orchestral Version (from ""Demon Slayer"")",Samuel Kim,"Kamado Tanjirou no Uta - Orchestral Version (from ""Demon Slayer"")",anime,217681,50,False,2NB6s1JstW2riTZxoBPuOo,2bdcBjvuI9worc472GbeU0,0.322,0.378,2,-8.655,0,0.0304,0.512,0.22,0.169,0.107,75.853
7616,刚好遇见你,Chen Li Juan,忘记你无能为力,malay,201240,34,False,00bf0UTQ4U3SmEmtV7AY3h,1QwSm0I8k0yH8A5BhslJmz,0.545,0.707,1,-4.213,1,0.0265,0.472,0.000502,0.28,0.39,77.984
7617,"Во саду-ли, в огороде",Yuri Morfessi,Золотой фонд 19го века,romance,150480,0,False,5NLdYB3aKuy8LiK51H4QuC,2devkkG4mIc96VVeBx6LPS,0.394,0.295,2,-10.419,0,0.0451,0.996,0.0382,0.228,0.578,71.897
7618,Nailed To The Cross,Rend Collective,Good News (Deluxe Edition),world-music,245738,49,False,4GTkBqQwkjGpOjwgCPnabN,11Y54BxlxC3UIAUkU2eadQ,0.44,0.778,9,-5.161,1,0.0472,0.0167,0.0,0.097,0.231,160.054
7619,Burn It Down,Silverstein,A Beautiful Place To Drown,hardcore,190000,50,False,7vUeM6Bftbd4wBSml0KffV,1Tsag5J854qxeOo2apszug,0.447,0.966,0,-4.279,0,0.0999,0.000217,0.0,0.0876,0.499,164.106
7620,The Tortoise and the Hare,Stray Kids,IN LIFE,k-pop,224365,58,False,1Zv6xilw5El5P6frlNnYcH,2dIgFjalVxs4ThymZ67YCE,0.674,0.854,11,-7.784,0,0.129,0.0603,0.16,0.268,0.176,154.072
7621,Пожалей,Михаил Вавич,Золотой фонд 19го века,romance,150013,0,False,2VeHh5zDoFkkfi3FxzQfLA,1dbeyvDDUHlcVgte93WDLg,0.464,0.358,10,-8.1,1,0.081,0.992,1.49e-05,0.267,0.441,80.446
7622,Pugs n' Nuts,Comedian Bob Marley,I'm Tellin You,comedy,119000,32,False,64dcOKc0z7PVeH1jDtCGz5,45qKirPplVcz1no4oz1Ddj,0.607,0.398,5,-18.292,1,0.946,0.904,0.0,0.722,0.626,77.025
7623,Abracadabras (feat. Julieta Venegas),Jorge Drexler,Salvavidas de hielo,afrobeat,218040,44,False,2mJYTwrs3lMTJ0Z2TXnbZZ,4ssUf5gLb1GBLxi1BhPrVt,0.763,0.532,7,-9.523,1,0.0678,0.816,0.00759,0.11,0.42,96.116
7624,Stanley,Little Symphony,Banff,guitar,130235,41,False,647iRMXGRpmeo0LtSO5ZUd,4SCWiQbJCMTHK737aNUqBJ,0.227,0.0893,7,-25.099,1,0.0568,0.91,0.969,0.113,0.038,63.888
7625,Spring Day,BTS,You Never Walk Alone,k-pop,274097,76,False,2j1fFjWHCI9KJSwcuYAOyF,3Nrfpe0tUJi4K4DXYWgMUX,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994
7626,My Love and Music,Ebo Taylor,My Love and Music,afrobeat,470613,48,False,62Wv19Em9TzGWBGIDztP0b,2gR0iQTVBPHDKiNn1Kq8HI,0.536,0.614,2,-7.377,0,0.0422,0.238,0.00219,0.0393,0.801,80.722
7627,Traingazing,Sam Wills,Breathe,chill,214159,61,False,0edtKj1oW6rJ9f4wRtLPPH,7JFinw4LobpCUjapyKvsjo,0.848,0.364,11,-10.058,1,0.0637,0.697,0.00529,0.14,0.569,137.541
7628,Ex,Stray Kids,IN LIFE,k-pop,217225,59,False,4y7C13wqDLE7xuilBsLNvd,2dIgFjalVxs4ThymZ67YCE,0.677,0.729,5,-3.546,1,0.0715,0.481,0.0,0.167,0.388,90.072
7629,Outta Time (feat. Drake),Bryson Tiller,A N N I V E R S A R Y,k-pop,198821,67,False,4SCnCPOUOUXUmCX2uHb3r7,2EMAnMvWE2eb56ToJVfCWs,0.714,0.582,5,-7.272,0,0.0808,0.0129,0.0,0.0774,0.338,92.819
7630,Something To Talk About,Bonnie Raitt,Luck Of The Draw,blues,227573,64,False,6Ceejf3zBXvAhIY9DbP1Pr,4KDyYWR7IpxZ7xrdYbKrqY,0.795,0.64,1,-13.478,1,0.0294,0.0631,2.13e-06,0.0692,0.954,102.633
7631,"Tchaikovsky: Eugene Onegin: Ti ne tansuyesh, Lenski? - Act Two",Ivan Petrov,Eugene Onegin,romance,195653,0,False,6rWBgzDVxf7MLO3gUkn7nj,37mLzn4EloGM49ODkMIWsF,0.528,0.199,4,-14.118,0,0.0986,0.973,0.0,0.451,0.476,124.501
7632,На последнюю пятерку,Михаил Вавич,Коробейники,romance,172801,0,False,3kLqZUahZCZrTB7MAMqJX1,1dbeyvDDUHlcVgte93WDLg,0.489,0.266,0,-10.927,0,0.0691,0.996,3.72e-05,0.408,0.424,73.825
7633,Can’t Help Falling in Love,Boyce Avenue,"Cover Sessions, Vol. 6",acoustic,131000,59,False,4qTHoIp62ngNDpUJwW3hZ7,7CQwac16i1W5ej8YpuL3dv,0.402,0.197,5,-10.775,1,0.0295,0.858,1.05e-06,0.114,0.148,100.044
7634,High and Dry,Jorge Drexler,12 segundos de oscuridad,afrobeat,224946,48,False,0hf3E2TAapWRy5PhAjp0l8,4ssUf5gLb1GBLxi1BhPrVt,0.598,0.245,2,-12.199,1,0.0332,0.931,0.00647,0.124,0.575,154.137
7635,Obsidian,Trevor Hall,Chapter Of The Forest,acoustic,355498,42,False,4O4PkEJ4hescDZAH3eU3BT,3RMHexittaAZkf8zukkZB8,0.476,0.448,8,-11.77,1,0.0263,0.376,0.00015,0.129,0.337,80.002
7636,Tinggal Kenangan,Saleem,Demi Cinta,malay,252560,47,False,0RnrZKQnJqWgbVHCGhhaeW,1EsGSU1T8erJCcsxrndQWP,0.553,0.441,2,-8.044,1,0.0296,0.126,0.0,0.0634,0.314,141.632
7637,Немного жаль,Kvatro,Немного жаль,romance,259036,6,False,58rJ9Orp3kaP368bNReslt,4L0lCujgiE9mafXNDtPXip,0.468,0.759,2,-5.294,0,0.0541,0.291,0.0,0.363,0.491,183.948
7638,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Grateful,dance,288876,65,True,1jYiIOC5d6soxkJP81fxq2,0QHgL1lAIqAw0HtD7YldmP,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984
7639,Beefheart,Marc Maron,Thinky Pain,comedy,245179,26,True,3gU0xV4YzPau6kkSywyomW,66VG2mrV8hpXCAiPI5WYG6,0.509,0.774,11,-8.153,0,0.946,0.897,0.0,0.91,0.453,74.998
7640,Combination Pizza Hut and Taco Bell,Das Racist,"Shut Up, Dude",comedy,178026,33,True,3AOKTnqkgcG0WR3i0gwmPj,4iqAeIP1ynbt71G0Oi8VIt,0.803,0.905,6,-6.531,1,0.22,0.391,0.0,0.183,0.89,129.926
7641,Затихнет шрапнель,Oleg Pogudin,Любовь и разлука. Песни Исаака Шварца,romance,129653,0,False,22lPvFQRM48nDvv0ozgsMI,2MzavRjaUsMvWgLAYPyWhL,0.583,0.318,6,-9.946,0,0.0461,0.719,0.0,0.12,0.586,106.209
7642,Rock Co.Kane Flow (feat. MF Doom),De La Soul,The Grind Date,hardcore,185266,59,True,6RBMpENxbx74lTdR5SBcaF,1Z8ODXyhEBi3WynYw0Rya6,0.733,0.67,10,-3.532,0,0.132,0.119,0.0,0.442,0.763,86.983
7643,Как цветок душистый,Yuri Morfessi,Прощай Москва,romance,168877,0,False,6HPb5fGZ8jtCwQv6zZjpBi,2devkkG4mIc96VVeBx6LPS,0.452,0.118,6,-15.773,0,0.0668,0.996,0.00167,0.211,0.451,85.342
7644,Miss You - Remastered,The Rolling Stones,Some Girls,british,288666,68,False,3hJLKtTpgct9Y9wKww0BiR,22bE4uQ6baNwSHPVcDxLCe,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689
7645,i want you to help me live,Bonjr,i want you to help me live,chill,161970,54,False,5pSflTWYmlRVthO8CZpRem,10dzW1PpkEFPkeQSqvgXvw,0.551,0.226,4,-13.01,1,0.0524,0.889,0.242,0.0764,0.333,149.854
7646,We're Different People,David Cross,"Oh, Come On",comedy,108540,27,True,6k3HjdI0o9zXa4KI5jKFNj,2URUumnB8mguimUYWej7Vh,0.698,0.441,0,-18.687,1,0.93,0.441,0.0,0.378,0.609,82.425
7647,Personality,Lloyd Price,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,blues,157733,52,False,5vjigjfoXuJEttqLB3HTAg,3iOE5ItEv5xr9fmKi7GNh2,0.591,0.454,5,-8.936,1,0.0322,0.744,0.0,0.0989,0.865,128.909
7648,Satellite,Rise Against,Endgame,hardcore,238573,67,False,5sG3G54H21hNfd5etlheoe,6Wr3hh341P84m3EI8qdn9O,0.387,0.94,5,-4.16,0,0.0528,0.00369,0.0,0.0759,0.444,134.876
7649,Talking To Ourselves,Rise Against,Nowhere Generation,hardcore,204160,50,False,6glcMk6zo6lPifFJOMueLw,6Wr3hh341P84m3EI8qdn9O,0.459,0.96,1,-3.502,1,0.045,0.000529,0.0,0.252,0.642,114.95
7650,Guaranteed,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,164500,60,False,4LGF2tDg3878bs0mQPByZ4,0mXTJETA4XUa12MmmXxZJh,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734
7651,Almost Heaven,Jim Gaffigan,King Baby,comedy,307333,32,True,7GF2y1RC7PXSCPfloIx2qA,0f4zEF6vddRYg7Y3GDL8lk,0.53,0.834,1,-9.1,1,0.957,0.831,0.0,0.745,0.232,87.709
7652,Suara Takbir,Dato' Sri Siti Nurhaliza,FYP Syawal Suria,malay,162973,0,False,0KSqRJ75JRJBulUPWcqPkT,5d0bxRte3J74ZXyEGRL8uU,0.513,0.432,2,-9.869,1,0.0247,0.384,0.0,0.141,0.569,92.128
7653,Bila Aku Sudah Tiada,Hujan,Hujan,malay,286066,43,False,55tKw17OHKV5XQp2eDd4xC,7FxVB5xQi2szfC6Us1ag9A,0.407,0.706,7,-7.099,1,0.0379,0.00877,3.82e-05,0.0979,0.539,124.546
7654,I WANT U BABY,STAYC,YOUNG-LUV.COM,k-pop,173733,59,False,4wqvBkHI3a75Fmlirlq3uD,01XYiBYaoMJcNhPokrg0l0,0.738,0.598,7,-6.186,0,0.0597,0.383,0.0,0.139,0.426,135.864
7655,In Control - Live,Hillsong Worship,Let There Be Light (Deluxe),world-music,307520,42,False,1BESfhi4kRcNeCFOMj1XHW,3SgHzT552wy2W8pNLaLk24,0.409,0.53,9,-8.297,1,0.0302,0.105,0.0,0.973,0.227,141.948
7656,Unravel (Tokyo Ghoul) - Part 1,Kato,Anime & Chill (Piano Version),anime,53076,57,False,4Xtqdop5fbuFt9XOSlI4xw,3yTNaLgtCufxUYDsWa5MpA,0.657,0.0795,7,-23.23,0,0.114,0.992,0.953,0.0969,0.502,117.852
7657,Bruca Maniguá,Ibrahim Ferrer,Ibrahim Ferrer (Buena Vista Social Club Presents),world-music,284320,51,False,4ewDBFEAw4jBFuftcOJNK1,5dss7E1Ph0KxuF1ULfAx4D,0.499,0.371,10,-11.624,1,0.0449,0.836,0.00557,0.131,0.684,110.274
7658,Hate People Touching Me,Patrice O'Neal,Mr. P- EP,comedy,267348,28,True,3ijRdxzbRphIHz8OfnZaq6,0QbGBnY8qUpzqAhGPKJmF2,0.523,0.737,10,-11.01,0,0.898,0.87,0.0,0.966,0.655,121.648
7659,Heart of the Ocean,Kainbeats,Atlantis,anime,146519,46,False,2OQBMk1LZIMw67MfHEe8Tg,4n9z9czt00gzw36hdoVU3G,0.7,0.0601,4,-18.214,0,0.0424,0.953,0.963,0.109,0.201,132.008
7660,"Sing, Sing, Sing",Chris Tomlin,Hello Love,world-music,229680,44,False,198MQwd4SASt2PPGbtHu2I,6pRi6EIPXz4QJEOEsBaA0m,0.494,0.845,9,-6.214,1,0.068,0.084,0.0,0.101,0.261,144.979
7661,Ledi Ndieme M'Bodj,Orchestra Baobab,Pirates Choice,afrobeat,534333,30,False,3Pb0iYh8VR6ufJHmfHmOy4,7xT0arvCDupDU1YYy0BNv9,0.685,0.342,9,-18.416,1,0.0623,0.684,0.014,0.154,0.747,91.652
7662,Come Thou Fount (Above All Else) [Live],Shane & Shane,Hymns Live,world-music,359465,42,False,04himVhFVNYvvn386w0qZ7,2LFbgsbEhfilNpQYW7mied,0.269,0.395,2,-9.58,1,0.0341,0.695,1.62e-05,0.726,0.265,129.926
7663,We Be Clubbing,Hannibal Buress,Animal Furnace,comedy,203400,27,True,2Y7jnBHFkK1MyhEQfi9T5l,4GIqbOr0FgE9qmJ31kVYdD,0.697,0.608,4,-8.065,1,0.949,0.866,0.0,0.45,0.513,73.285
7664,Joget Aidilfitri,Ning Baizura,Indah Di Hari Raya,malay,149028,15,False,4dxANClcRy7L27QFpeeBry,179XJA4Q2PPPkPbjPvSRt7,0.625,0.668,4,-8.339,1,0.109,0.219,0.0,0.145,0.797,173.527
7665,Everytime I Cry,Ava Max,Coffeehouse Upbeat Pop,dance,177855,0,False,1Th4989hBk8vVyfb8cPqqj,4npEfmQ6YuiwW1GpUmaq3F,0.727,0.832,9,-4.327,0,0.0366,0.181,0.0,0.0615,0.213,127.035
7666,Big Poppa - 2007 Remaster,The Notorious B.I.G.,Greatest Hits,hardcore,249866,71,True,63BcfK6YAzJYeISaTPr6IO,5me0Irg2ANcsgc93uaYrpb,0.765,0.671,9,-5.249,0,0.278,0.344,0.0,0.0506,0.798,84.5
7667,Shining Star,The Manhattans,After Midnight (Expanded Version),disco,281853,54,False,0np4arBSp4ZBOfXGZhXQ4I,1DpIDwg8FGD50N9Tfunfsf,0.612,0.329,4,-13.038,1,0.0365,0.0633,0.0,0.0658,0.572,74.046
7668,Use Somebody (Bonus Track),Tyrone Wells,Metal & Wood,acoustic,227776,50,False,3XhW52abRSdsHI1OkeH9m1,5zeCSgiRyezbfLiGOpKAsR,0.629,0.362,0,-9.728,1,0.0284,0.685,2.46e-05,0.11,0.174,121.639
7669,King Of Kings,Hillsong Worship,Awake,world-music,265133,60,False,5E2v6b4Mo4jxuPrcK4YEIF,3SgHzT552wy2W8pNLaLk24,0.489,0.477,2,-7.343,1,0.0299,0.122,0.0,0.1,0.177,136.045
7670,Summer's Day,Jinsang,Summer's Day,chill,180349,52,False,0uvJXQeZs4IAOIraB5jrYE,5FsfZj0Mp6YwEWytuJUcWt,0.572,0.618,7,-12.063,1,0.0826,0.635,0.322,0.351,0.208,169.409
7671,"Всё, что было",Pyotr Leshchenko,Поёт Пётр Лещенко,romance,171626,22,False,7iiZGCvx3UqWIMq6X9vFu5,1EzoeBr9Fn6qAgLjl3JZ5T,0.679,0.349,0,-11.534,0,0.047,0.935,2.6e-06,0.142,0.756,129.659
7672,Sexy Sadie - Remastered 2009,The Beatles,The Beatles (Remastered),british,195266,50,False,2tBv9tAdqEbLNDi5smSjbg,3WrFJ7ztbogyGnTHbHJFl2,0.577,0.624,0,-9.626,1,0.0285,0.33,0.00622,0.117,0.671,75.478
7673,Outlaw (feat. Ben Burgess),Morgan Wallen,Dangerous: The Double Album,country,229746,62,False,2NK6dtSujGIyilnEgbw8MX,4oUHIQIBe0LHzYfvXNW4QM,0.505,0.63,7,-5.758,1,0.0274,0.572,0.0,0.121,0.247,85.036
7674,More Than Conquerors,Rend Collective,Campfire II: Simplicity,world-music,261106,43,False,4upaAELySMLYyrMyaBl3Bb,11Y54BxlxC3UIAUkU2eadQ,0.582,0.794,7,-3.719,1,0.0321,0.0934,0.0,0.318,0.547,105.02
7675,S&M,Rihanna,Loud (Japan Version),dance,243600,77,False,7ySUcLPVX7KudhnmNcgY2D,5pKCCKE2ajJHZ9KAiaK11H,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972
